CowID,date,activity_time_slots_list
404,5/1/2007,[12:35:57 AM~1:15:57 AM][6:00:57 AM~10:21:06 AM][12:50:54 PM~1:10:48 PM][2:20:54 PM~2:50:57 PM][3:45:51 PM~3:50:36 PM][4:45:36 PM~8:40:57 PM][10:05:36 PM~11:10:36 PM]
404,5/2/2007,[5:50:58 AM~10:50:58 AM][12:40:58 PM~1:00:43 PM][1:55:58 PM~2:16:04 PM][3:35:34 PM~8:35:52 PM][10:20:58 PM~10:25:58 PM]
404,5/3/2007,[12:10:43 AM~1:15:58 AM][6:00:34 AM~10:45:55 AM][11:45:46 AM~8:10:58 PM]
405,3/20/2007,[6:55:32 AM~7:35:32 AM][9:21:02 AM~9:25:25 AM][12:10:25 PM~1:00:26 PM][2:30:20 PM~7:50:29 PM][10:45:36 PM~10:55:48 PM]
405,3/21/2007,[4:25:30 AM~4:30:30 AM][7:20:28 AM~8:20:46 AM][11:25:26 AM~12:55:26 PM][2:35:22 PM~2:50:32 PM][4:50:31 PM~8:10:32 PM][11:35:21 PM~11:45:26 PM]
405,3/22/2007,[12:55:28 AM~3:00:26 AM][4:25:26 AM~4:55:40 AM][7:10:26 AM~1:05:23 PM][2:25:31 PM~7:05:48 PM]
405,3/27/2007,[12:35:25 AM~1:15:32 AM][7:15:32 AM~8:40:48 AM][11:15:30 AM~2:30:21 PM][4:10:28 PM~7:00:30 PM][9:00:26 PM~9:05:24 PM][10:35:26 PM~11:50:32 PM]
405,3/28/2007,[12:10:48 AM~1:40:22 AM][3:25:30 AM~3:55:33 AM][12:40:31 PM~1:15:32 PM][5:00:28 PM~8:00:32 PM]
405,3/29/2007,[1:00:28 AM~1:20:29 AM][7:40:29 AM~10:05:29 AM][12:50:25 PM~1:15:30 PM][4:40:30 PM~4:50:21 PM][6:00:31 PM~9:40:32 PM]
405,3/30/2007,[1:00:31 AM~1:35:32 AM][7:30:25 AM~2:20:32 PM][3:25:48 PM~7:40:28 PM]
405,4/3/2007,[7:15:23 AM~7:55:26 AM][8:50:28 AM~9:40:27 AM][10:35:35 AM~11:05:27 AM][1:10:22 PM~2:50:41 PM][4:55:46 PM~8:10:20 PM]
405,4/4/2007,[6:55:26 AM~8:15:47 AM][10:25:29 AM~12:10:32 PM][2:05:48 PM~7:40:26 PM]
405,4/5/2007,[6:40:28 AM~8:05:29 AM][9:55:28 AM~12:10:26 PM][3:16:02 PM~7:05:57 PM][11:05:30 PM~11:40:34 PM]
405,4/10/2007,[12:55:25 AM~1:20:24 AM][7:20:41 AM~8:30:30 AM][9:30:30 AM~12:05:28 PM][1:50:32 PM~5:40:57 PM][7:15:57 PM~9:15:25 PM][11:15:27 PM~11:30:32 PM]
405,4/11/2007,[12:35:30 AM~12:55:27 AM][6:25:32 AM~2:25:59 PM][4:20:59 PM~5:15:59 PM][6:35:55 PM~7:50:38 PM]
405,4/12/2007,[12:10:31 AM~12:25:28 AM][1:35:27 AM~1:40:26 AM][6:40:30 AM~1:40:48 PM][3:40:55 PM~5:50:51 PM][6:50:58 PM~7:20:32 PM]
405,4/17/2007,[12:10:55 AM~12:15:55 AM][6:45:49 AM~8:25:58 AM][10:05:37 AM~11:35:40 AM][12:45:40 PM~12:55:37 PM][1:50:40 PM~3:20:55 PM][4:50:52 PM~8:21:14 PM]
405,4/18/2007,[3:20:50 AM~3:35:47 AM][6:40:50 AM~9:20:35 AM][11:05:38 AM~1:51:02 PM][4:55:38 PM~10:35:41 PM]
405,4/19/2007,[1:56:02 AM~2:00:59 AM][6:30:48 AM~6:56:03 AM][8:15:57 AM~11:50:33 AM][4:20:51 PM~8:00:33 PM][11:00:51 PM~11:20:33 PM]
405,4/24/2007,[1:20:39 AM~1:30:36 AM][6:00:52 AM~9:10:43 AM][10:20:43 AM~12:35:52 PM][3:45:46 PM~6:20:40 PM][7:25:40 PM~7:56:01 PM]
405,4/25/2007,[6:35:38 AM~10:25:41 AM][12:15:41 PM~3:10:50 PM][4:40:50 PM~7:00:35 PM][8:00:56 PM~8:25:38 PM]
405,4/26/2007,[6:50:39 AM~8:30:33 AM][11:00:54 AM~11:15:54 AM][12:10:42 PM~12:35:54 PM][2:15:54 PM~3:55:54 PM][5:20:45 PM~6:15:48 PM][8:05:33 PM~9:15:33 PM]
405,5/1/2007,[12:20:40 AM~1:10:55 AM][6:05:58 AM~7:45:58 AM][1:05:34 PM~5:05:37 PM][6:05:55 PM~6:50:49 PM][7:50:55 PM~8:50:35 PM]
405,5/2/2007,[5:35:38 AM~9:20:56 AM][12:40:56 PM~8:40:53 PM][10:20:56 PM~10:25:56 PM]
405,5/3/2007,[12:35:38 AM~12:50:38 AM][6:00:57 AM~6:56:03 AM][8:35:42 AM~8:55:39 AM][9:55:33 AM~10:20:54 AM][11:50:39 AM~2:05:54 PM][5:55:54 PM~8:45:33 PM][11:45:51 PM~11:50:33 PM]
407,3/20/2007,[6:45:28 AM~9:40:58 AM][11:25:29 AM~12:35:37 PM][4:45:26 PM~11:20:31 PM]
407,3/21/2007,[1:45:28 AM~2:30:31 AM][6:20:32 AM~10:15:27 AM][11:10:31 AM~12:15:31 PM][2:05:32 PM~7:20:32 PM][8:30:27 PM~8:40:28 PM]
407,3/22/2007,[6:50:32 AM~1:55:30 PM][4:00:47 PM~9:20:24 PM]
407,3/27/2007,[6:55:33 AM~10:00:43 AM][11:05:48 AM~2:55:23 PM][4:50:23 PM~8:55:40 PM]
407,3/28/2007,[2:40:25 AM~3:55:33 AM][6:55:26 AM~11:40:30 AM][1:10:32 PM~8:05:23 PM]
407,3/29/2007,[12:00:19 AM~1:30:20 AM][6:45:26 AM~12:45:33 PM][2:15:22 PM~3:10:37 PM][4:45:28 PM~8:20:23 PM]
407,3/30/2007,[2:10:32 AM~3:00:22 AM][6:20:32 AM~2:15:23 PM][3:10:55 PM~4:25:24 PM][5:25:47 PM~8:45:18 PM][11:10:19 PM~11:45:25 PM]
407,4/3/2007,[12:25:30 AM~12:30:27 AM][6:50:29 AM~1:40:32 PM][3:46:02 PM~3:50:48 PM][5:10:58 PM~5:21:02 PM][6:16:01 PM~7:45:58 PM]
407,4/4/2007,[2:00:24 AM~2:05:29 AM][3:25:29 AM~3:30:30 AM][6:50:21 AM~3:10:31 PM][4:10:57 PM~7:15:27 PM]
407,4/5/2007,[2:55:27 AM~3:00:27 AM][5:45:22 AM~5:50:26 AM][6:45:26 AM~7:55:30 AM][9:10:33 AM~9:40:30 AM][10:35:34 AM~10:45:28 AM][12:10:31 PM~2:00:23 PM][3:25:29 PM~5:06:01 PM][6:00:59 PM~8:20:29 PM]
407,4/10/2007,[1:55:30 AM~3:20:22 AM][6:30:26 AM~3:25:57 PM][4:40:56 PM~6:20:57 PM][7:40:58 PM~8:35:28 PM]
407,4/11/2007,[12:05:22 AM~12:10:27 AM][1:20:29 AM~3:10:29 AM][4:05:20 AM~4:10:19 AM][6:55:24 AM~10:45:30 AM][11:55:26 AM~5:55:34 PM][6:55:32 PM~8:15:55 PM][11:30:29 PM~11:55:29 PM]
407,4/12/2007,[2:10:31 AM~2:30:20 AM][6:40:25 AM~8:40:27 AM][10:05:25 AM~2:30:39 PM][3:51:01 PM~8:00:28 PM]
407,4/13/2007,[6:15:24 AM~1:25:47 PM][2:40:58 PM~3:55:47 PM]
407,4/17/2007,[5:55:40 AM~1:05:38 PM][2:50:59 PM~8:21:02 PM][9:55:41 PM~10:00:44 PM]
407,4/18/2007,[12:20:53 AM~12:25:59 AM][2:50:56 AM~2:55:59 AM][6:15:56 AM~1:30:56 PM][4:10:35 PM~4:15:35 PM][5:36:05 PM~8:50:38 PM][10:05:38 PM~10:10:47 PM]
407,4/19/2007,[1:56:02 AM~2:00:56 AM][6:20:45 AM~6:30:45 AM][7:25:33 AM~1:40:36 PM][2:45:57 PM~3:50:57 PM][4:50:36 PM~8:35:33 PM]
407,4/24/2007,[6:05:40 AM~1:30:59 PM][3:45:41 PM~4:15:59 PM][5:10:38 PM~8:25:35 PM]
407,4/25/2007,[1:20:41 AM~2:36:02 AM][6:15:56 AM~10:25:33 AM][12:25:45 PM~8:20:33 PM]
407,4/26/2007,[12:25:51 AM~1:15:36 AM][6:25:54 AM~10:35:57 AM][12:10:39 PM~12:21:00 PM][1:15:57 PM~8:40:52 PM][10:20:43 PM~10:25:34 PM]
407,5/1/2007,[12:35:36 AM~12:40:39 AM][1:50:57 AM~2:45:37 AM][5:40:40 AM~9:20:34 AM][10:15:58 AM~12:35:58 PM][2:25:58 PM~4:45:46 PM][5:51:07 PM~9:10:43 PM][10:15:58 PM~10:20:58 PM]
407,5/2/2007,[5:40:52 AM~8:51:01 AM][12:45:55 PM~2:20:37 PM][3:35:40 PM~8:31:04 PM]
407,5/3/2007,[12:45:35 AM~12:50:37 AM][6:10:38 AM~10:16:02 AM][11:31:02 AM~2:30:35 PM][3:40:41 PM~6:00:35 PM][6:55:44 PM~8:45:35 PM]
408,3/20/2007,[7:20:33 AM~1:55:57 PM][3:05:39 PM~11:40:54 PM]
408,3/21/2007,[1:50:57 AM~2:25:57 AM][6:30:54 AM~12:10:36 PM][1:10:57 PM~8:10:36 PM]
408,3/22/2007,[6:40:36 AM~11:05:36 AM][12:05:42 PM~2:20:57 PM][3:55:57 PM~8:25:42 PM]
408,4/3/2007,[6:25:51 AM~9:25:54 AM][10:45:39 AM~2:50:33 PM][5:20:51 PM~8:25:36 PM]
408,4/4/2007,[6:15:36 AM~12:10:57 PM][1:40:39 PM~3:10:54 PM][5:30:54 PM~7:30:54 PM]
408,4/5/2007,[6:35:57 AM~8:15:42 AM][9:55:36 AM~11:35:34 AM][12:50:51 PM~3:50:54 PM][5:45:36 PM~7:30:42 PM][8:50:57 PM~8:55:54 PM][10:35:57 PM~10:40:36 PM]
408,4/10/2007,[6:45:52 AM~10:55:40 AM][12:00:37 PM~8:40:58 PM]
408,4/11/2007,[6:05:59 AM~1:25:56 PM][2:20:56 PM~2:40:59 PM][4:25:56 PM~7:30:47 PM]
408,4/12/2007,[12:20:56 AM~12:30:56 AM][6:30:47 AM~10:55:38 AM][12:10:35 PM~7:55:36 PM]
408,4/13/2007,[6:35:42 AM~5:56:03 PM]
408,4/17/2007,[1:35:42 AM~1:45:35 AM][4:45:30 AM~4:50:32 AM][5:50:35 AM~9:55:31 AM][10:55:28 AM~11:05:31 AM][12:10:33 PM~1:05:33 PM][3:05:51 PM~4:30:22 PM][5:26:01 PM~6:26:01 PM][8:00:43 PM~8:16:01 PM]
408,4/18/2007,[6:20:32 AM~9:10:31 AM][10:05:31 AM~1:35:32 PM][2:55:53 PM~4:15:53 PM][5:10:58 PM~7:50:57 PM][11:50:28 PM~11:55:48 PM]
408,4/19/2007,[5:45:28 AM~7:00:27 AM][9:05:28 AM~11:55:25 AM][2:25:58 PM~3:00:56 PM][4:25:34 PM~8:20:26 PM]
408,4/24/2007,[12:45:30 AM~1:10:22 AM][6:15:26 AM~11:10:29 AM][1:05:32 PM~2:20:57 PM][3:36:02 PM~8:01:00 PM]
408,4/25/2007,[12:35:32 AM~1:00:27 AM][6:35:31 AM~10:30:24 AM][11:55:25 AM~4:00:58 PM][5:00:50 PM~8:45:20 PM][11:10:28 PM~11:15:29 PM]
408,4/26/2007,[12:30:24 AM~1:30:18 AM][6:10:30 AM~8:55:30 AM][10:30:30 AM~4:05:57 PM][5:10:59 PM~5:30:58 PM][6:30:51 PM~8:55:27 PM]
408,5/1/2007,[12:10:32 AM~1:10:30 AM][5:00:24 AM~10:35:23 AM][12:30:27 PM~2:50:56 PM][4:01:01 PM~8:35:32 PM][9:35:24 PM~10:20:33 PM]
408,5/2/2007,[5:05:30 AM~9:35:39 AM][10:45:21 AM~11:00:23 AM][12:10:27 PM~8:45:27 PM]
408,5/3/2007,[12:00:27 AM~12:40:21 AM][6:00:22 AM~2:05:59 PM][3:00:43 PM~9:15:27 PM][10:25:30 PM~10:30:29 PM]
411,3/20/2007,[2:10:51 AM~3:35:51 AM][6:30:54 AM~9:05:42 AM][11:50:54 AM~12:45:42 PM][4:25:42 PM~4:30:36 PM][5:40:57 PM~8:00:51 PM]
411,3/21/2007,[1:50:57 AM~2:35:57 AM][6:55:58 AM~11:50:55 AM][1:40:37 PM~4:15:52 PM][5:46:13 PM~8:10:58 PM]
411,3/22/2007,[3:05:52 AM~3:40:43 AM][6:40:43 AM~12:50:55 PM][2:50:40 PM~3:20:40 PM][5:35:58 PM~8:30:46 PM][11:45:37 PM~11:55:40 PM]
411,3/27/2007,[12:05:43 AM~12:30:58 AM][7:00:58 AM~7:55:37 AM][11:30:34 AM~2:25:52 PM][5:05:52 PM~7:35:40 PM][8:40:34 PM~8:55:34 PM]
411,3/28/2007,[12:30:58 AM~1:55:58 AM][6:55:37 AM~10:10:58 AM][12:25:40 PM~8:05:35 PM][11:00:59 PM~11:30:35 PM]
411,3/29/2007,[12:01:34 AM~1:05:35 AM][6:25:56 AM~3:40:54 PM][4:50:54 PM~8:00:54 PM][11:10:42 PM~11:50:48 PM]
411,3/30/2007,[12:25:57 AM~1:20:48 AM][6:40:49 AM~3:30:41 PM][4:35:38 PM~8:25:41 PM]
411,4/3/2007,[6:55:42 AM~1:30:57 PM][2:25:57 PM~3:20:33 PM][5:30:39 PM~5:40:33 PM][6:40:51 PM~8:35:42 PM]
411,4/4/2007,[6:50:54 AM~2:25:58 PM][4:00:46 PM~7:30:49 PM][11:15:37 PM~11:40:34 PM]
411,4/5/2007,[4:25:55 AM~5:05:58 AM][6:45:43 AM~9:50:37 AM][1:35:40 PM~8:55:55 PM][10:35:50 PM~11:05:38 PM]
411,4/10/2007,[1:45:45 AM~3:40:54 AM][6:25:51 AM~11:00:54 AM][12:15:36 PM~12:20:36 PM][3:00:48 PM~5:50:39 PM][7:20:57 PM~9:00:54 PM]
411,4/11/2007,[3:15:55 AM~3:20:55 AM][7:45:40 AM~12:30:58 PM][1:25:52 PM~7:55:49 PM]
411,4/12/2007,[6:30:59 AM~12:35:56 PM][1:40:44 PM~8:00:38 PM]
411,4/13/2007,[1:25:48 AM~1:35:45 AM][6:25:42 AM~11:00:36 AM][12:56:03 PM~1:30:48 PM][2:50:57 PM~3:46:00 PM][5:00:36 PM~5:55:48 PM]
411,4/17/2007,[6:20:43 AM~6:10:53 PM][7:20:41 PM~8:21:02 PM][9:55:35 PM~10:00:41 PM]
411,4/18/2007,[2:50:47 AM~3:15:47 AM][6:15:38 AM~8:55:35 AM][10:30:44 AM~8:25:33 PM][9:25:39 PM~10:10:42 PM]
411,4/19/2007,[1:30:48 AM~2:00:45 AM][6:50:54 AM~11:31:03 AM][2:40:54 PM~3:55:48 PM][5:05:33 PM~8:05:57 PM]
411,5/1/2007,[12:25:30 AM~2:25:31 AM][6:05:28 AM~7:30:28 AM][8:45:23 AM~12:25:26 PM][2:05:58 PM~8:15:57 PM][11:20:31 PM~11:45:26 PM]
411,5/2/2007,[5:45:22 AM~1:40:58 PM][2:41:01 PM~2:56:02 PM][3:50:59 PM~8:40:31 PM][10:20:33 PM~10:50:32 PM]
411,5/3/2007,[6:25:28 AM~12:20:32 PM][1:16:01 PM~8:30:29 PM]
413,3/20/2007,[6:45:24 AM~10:10:31 AM][12:05:30 PM~12:15:31 PM][1:20:32 PM~3:05:26 PM][5:55:32 PM~8:05:29 PM]
413,3/21/2007,[3:40:32 AM~3:50:22 AM][7:05:23 AM~12:30:31 PM][1:35:28 PM~1:55:24 PM][2:50:32 PM~7:10:47 PM]
413,3/22/2007,[1:30:25 AM~1:35:29 AM][9:45:22 AM~12:40:58 PM][4:45:30 PM~6:55:23 PM]
413,3/27/2007,[3:00:23 AM~3:05:33 AM][7:00:30 AM~10:00:48 AM][12:15:30 PM~2:20:22 PM][4:20:40 PM~7:50:27 PM][10:05:32 PM~10:10:26 PM]
413,3/28/2007,[7:55:23 AM~8:30:32 AM][2:25:25 PM~3:05:48 PM][5:50:46 PM~8:15:22 PM]
413,3/29/2007,[4:50:30 AM~5:20:25 AM][9:50:24 AM~10:55:32 AM][5:50:27 PM~6:05:22 PM][7:05:23 PM~7:40:23 PM][8:45:22 PM~9:10:23 PM]
413,3/30/2007,[3:40:29 AM~3:45:33 AM][7:15:25 AM~11:50:49 AM][2:20:48 PM~2:30:22 PM][4:36:01 PM~9:40:43 PM]
413,4/3/2007,[12:45:30 AM~1:05:28 AM][5:35:28 AM~5:40:29 AM][6:35:26 AM~10:15:30 AM][1:00:23 PM~1:10:30 PM][3:06:01 PM~4:51:02 PM]
413,4/4/2007,[11:15:30 AM~11:35:32 AM][1:00:24 PM~2:40:32 PM][6:55:56 PM~8:00:58 PM][10:00:52 PM~10:25:27 PM][11:25:29 PM~11:50:19 PM]
413,4/5/2007,[7:10:21 AM~8:50:38 AM][1:15:21 PM~3:20:46 PM][7:30:59 PM~9:15:28 PM]
413,4/10/2007,[1:40:28 AM~1:55:29 AM][6:20:33 AM~7:25:31 AM][9:25:26 AM~9:50:25 AM][11:55:29 AM~1:00:33 PM][3:00:45 PM~9:00:29 PM]
413,4/11/2007,[7:00:43 AM~9:35:25 AM][2:55:25 PM~3:10:57 PM][5:05:57 PM~7:45:57 PM]
413,4/12/2007,[6:50:48 AM~11:05:30 AM][3:35:43 PM~5:56:00 PM][6:55:54 PM~7:30:26 PM]
413,4/13/2007,[6:30:30 AM~12:45:24 PM][1:50:27 PM~3:31:01 PM][5:05:52 PM~5:40:57 PM]
413,4/17/2007,[6:45:29 AM~8:45:38 AM][1:05:32 PM~3:40:38 PM][6:06:01 PM~8:55:31 PM][11:40:32 PM~11:50:31 PM]
413,4/18/2007,[2:50:33 AM~2:55:33 AM][6:35:33 AM~7:25:30 AM][8:40:27 AM~8:55:26 AM][9:55:34 AM~3:10:46 PM][4:35:59 PM~4:45:32 PM][6:45:31 PM~6:50:36 PM][8:00:50 PM~8:20:29 PM][11:50:21 PM~11:55:48 PM]
413,4/19/2007,[6:20:30 AM~8:20:31 AM][10:25:23 AM~10:30:27 AM][1:25:33 PM~7:10:50 PM][8:30:28 PM~8:35:28 PM][10:45:28 PM~11:25:22 PM]
413,5/1/2007,[12:20:28 AM~1:40:28 AM][5:45:28 AM~2:26:02 PM][3:30:59 PM~9:10:33 PM]
413,5/2/2007,[4:40:22 AM~8:45:31 AM][9:50:28 AM~11:25:27 AM][1:26:01 PM~8:30:26 PM]
413,5/3/2007,[6:10:28 AM~10:20:23 AM][11:35:31 AM~8:10:48 PM][10:05:22 PM~10:10:32 PM]
417,3/20/2007,[12:25:25 AM~12:55:28 AM][2:15:19 AM~2:25:29 AM][3:55:20 AM~4:00:24 AM][6:55:20 AM~1:55:22 PM][4:00:31 PM~7:45:37 PM][9:35:24 PM~9:40:48 PM]
417,3/21/2007,[12:35:31 AM~1:55:27 AM][6:55:30 AM~8:30:28 AM][9:35:28 AM~2:20:25 PM][4:20:31 PM~8:40:31 PM][11:35:46 PM~11:50:29 PM]
417,3/22/2007,[12:00:24 AM~12:40:24 AM][2:10:33 AM~3:35:59 AM][4:35:22 AM~4:45:21 AM][6:55:31 AM~4:10:27 PM][5:05:37 PM~7:45:24 PM][9:15:30 PM~9:25:22 PM][10:30:25 PM~11:40:28 PM]
417,3/27/2007,[12:40:32 AM~1:20:22 AM][6:55:32 AM~3:50:42 PM][6:10:33 PM~7:50:29 PM][10:15:30 PM~10:20:23 PM]
417,3/28/2007,[12:20:26 AM~2:15:32 AM][6:55:32 AM~12:00:26 PM][2:35:23 PM~8:20:48 PM][11:05:31 PM~11:55:30 PM]
417,3/29/2007,[12:00:29 AM~12:55:28 AM][6:45:30 AM~9:35:40 AM][11:20:32 AM~1:35:32 PM][2:50:30 PM~3:00:32 PM][4:45:28 PM~8:20:59 PM][11:25:25 PM~11:30:31 PM]
417,3/30/2007,[12:30:30 AM~12:50:32 AM][6:20:32 AM~11:20:33 AM][12:20:29 PM~12:40:29 PM][1:45:23 PM~5:10:48 PM][6:30:18 PM~8:00:32 PM][9:05:18 PM~11:10:29 PM]
417,4/3/2007,[12:20:23 AM~1:10:24 AM][3:25:21 AM~3:30:19 AM][6:30:29 AM~9:45:26 AM][10:45:27 AM~3:16:01 PM][5:21:01 PM~8:35:31 PM]
417,4/4/2007,[12:45:32 AM~1:20:22 AM][6:35:23 AM~10:10:33 AM][11:10:31 AM~12:55:19 PM][3:05:57 PM~7:55:28 PM][11:20:30 PM~11:35:24 PM]
417,4/5/2007,[12:25:24 AM~12:55:38 AM][6:20:21 AM~2:45:32 PM][5:35:31 PM~7:55:19 PM][8:50:32 PM~8:55:38 PM]
417,4/10/2007,[2:40:35 AM~3:10:22 AM][6:35:29 AM~8:10:42 PM]
417,4/11/2007,[12:40:33 AM~1:00:33 AM][6:05:20 AM~2:10:23 PM][4:00:59 PM~8:35:32 PM]
417,4/12/2007,[2:20:31 AM~2:25:32 AM][6:20:41 AM~6:25:36 AM][7:30:32 AM~12:30:31 PM][1:30:22 PM~2:00:46 PM][5:00:59 PM~8:25:23 PM]
417,4/13/2007,[7:05:29 AM~11:25:27 AM][12:45:32 PM~2:55:58 PM]
417,4/17/2007,[1:35:54 AM~2:10:36 AM][6:20:39 AM~1:21:01 PM][3:15:52 PM~3:25:49 PM][5:20:58 PM~7:05:46 PM][8:00:58 PM~8:30:52 PM][9:55:40 PM~10:00:43 PM]
417,4/18/2007,[2:50:58 AM~3:10:58 AM][6:25:40 AM~4:45:40 PM][6:10:40 PM~7:20:34 PM][8:20:37 PM~10:10:43 PM]
417,4/19/2007,[1:56:01 AM~2:00:58 AM][6:10:43 AM~9:15:49 AM][10:40:40 AM~11:30:46 AM][2:25:40 PM~8:15:46 PM][11:20:55 PM~11:25:49 PM]
417,4/24/2007,[1:25:36 AM~1:36:03 AM][6:05:45 AM~7:55:57 AM][10:10:42 AM~1:45:57 PM][3:05:51 PM~8:10:36 PM]
417,4/25/2007,[12:35:58 AM~1:25:58 AM][5:50:34 AM~8:01:01 AM][9:20:55 AM~9:50:40 AM][11:55:58 AM~3:56:01 PM][5:55:49 PM~8:35:58 PM]
417,4/26/2007,[1:35:58 AM~2:15:58 AM][6:15:58 AM~10:41:01 AM][12:15:49 PM~12:20:43 PM][1:25:58 PM~5:15:37 PM][6:30:52 PM~8:25:52 PM]
417,5/1/2007,[12:30:39 AM~1:50:57 AM][6:00:54 AM~10:50:57 AM][2:00:45 PM~2:40:36 PM][3:50:57 PM~8:55:36 PM][10:15:57 PM~10:20:57 PM][11:30:57 PM~11:41:06 PM]
417,5/2/2007,[5:45:51 AM~10:45:57 AM][1:30:36 PM~2:05:51 PM][3:25:57 PM~8:40:57 PM][10:20:57 PM~10:25:36 PM]
417,5/3/2007,[6:10:37 AM~2:05:58 PM][3:05:34 PM~8:35:34 PM]
421,3/20/2007,[2:50:18 AM~5:15:18 AM][6:30:28 AM~1:30:28 PM][5:55:27 PM~7:55:22 PM][10:05:18 PM~10:15:27 PM][11:35:27 PM~11:45:27 PM]
421,3/21/2007,[1:15:20 AM~1:45:29 AM][4:25:20 AM~4:30:24 AM][7:15:23 AM~3:25:25 PM][4:35:23 PM~8:00:39 PM]
421,3/22/2007,[7:20:26 AM~12:55:26 PM][1:50:25 PM~2:05:41 PM][3:20:25 PM~8:40:26 PM][10:50:29 PM~11:55:32 PM]
421,3/27/2007,[12:05:28 AM~12:20:26 AM][6:50:29 AM~2:30:29 PM][5:20:25 PM~6:30:27 PM]
421,3/28/2007,[2:05:31 AM~2:35:31 AM][7:00:30 AM~10:30:27 AM][12:10:30 PM~8:05:25 PM]
421,3/29/2007,[1:10:33 AM~3:30:21 AM][6:45:24 AM~12:15:26 PM][1:10:33 PM~9:15:42 PM]
421,3/30/2007,[12:50:30 AM~2:40:22 AM][6:45:27 AM~2:00:19 PM][4:20:31 PM~8:25:22 PM]
421,4/3/2007,[12:35:20 AM~1:20:30 AM][6:45:48 AM~3:20:39 PM][5:30:57 PM~8:35:28 PM][10:25:22 PM~11:15:27 PM]
421,4/4/2007,[12:45:24 AM~12:55:24 AM][6:50:32 AM~12:45:47 PM][3:20:54 PM~6:55:27 PM][11:35:30 PM~11:45:29 PM]
421,4/5/2007,[12:20:29 AM~12:40:25 AM][2:10:30 AM~3:20:23 AM][6:25:28 AM~1:25:30 PM][2:50:29 PM~3:51:02 PM][5:55:59 PM~8:35:28 PM]
421,4/10/2007,[2:05:42 AM~3:10:24 AM][6:35:27 AM~11:30:29 AM][12:30:31 PM~5:25:55 PM][7:21:02 PM~8:21:02 PM]
421,4/11/2007,[2:55:32 AM~3:05:32 AM][6:50:29 AM~2:50:26 PM][4:20:46 PM~7:35:31 PM][11:30:32 PM~11:45:31 PM]
421,4/12/2007,[12:05:27 AM~1:10:34 AM][6:15:31 AM~8:11:02 PM][11:45:24 PM~11:50:33 PM]
421,4/13/2007,[5:55:51 AM~11:45:29 AM][12:40:30 PM~4:00:56 PM][5:15:58 PM~6:00:27 PM]
421,4/17/2007,[12:46:04 AM~1:11:04 AM][6:00:52 AM~1:50:43 PM][3:10:58 PM~6:25:34 PM][7:35:34 PM~8:15:58 PM][9:55:37 PM~10:00:40 PM]
421,4/18/2007,[2:50:58 AM~3:20:58 AM][6:25:40 AM~2:45:35 PM][4:30:53 PM~4:35:56 PM][5:35:53 PM~7:05:59 PM][8:25:35 PM~8:50:35 PM][10:05:53 PM~10:10:47 PM]
421,4/19/2007,[1:05:56 AM~2:00:38 AM][7:00:35 AM~1:35:56 PM][2:51:02 PM~3:41:02 PM][4:50:59 PM~8:50:53 PM]
421,4/24/2007,[6:15:37 AM~4:36:01 PM][5:45:55 PM~8:25:46 PM]
421,4/25/2007,[12:35:46 AM~1:20:40 AM][5:55:46 AM~9:45:37 AM][11:00:58 AM~4:10:37 PM][5:20:34 PM~7:10:37 PM][8:06:01 PM~8:15:40 PM]
421,4/26/2007,[12:25:44 AM~12:35:56 AM][6:15:56 AM~10:30:35 AM][12:15:50 PM~8:41:02 PM][10:40:56 PM~10:50:56 PM]
424,3/20/2007,[3:55:54 AM~4:05:45 AM][7:06:03 AM~9:35:39 AM][12:10:36 PM~12:55:42 PM][2:05:36 PM~2:16:00 PM][6:15:51 PM~6:35:51 PM][7:30:36 PM~7:36:07 PM]
424,3/21/2007,[1:20:40 AM~1:35:58 AM][6:30:40 AM~12:00:34 PM][1:50:58 PM~7:40:34 PM]
424,3/22/2007,[2:00:58 AM~2:35:58 AM][7:15:40 AM~7:45:37 AM][8:45:58 AM~12:45:37 PM][2:50:40 PM~3:05:58 PM][4:10:58 PM~8:10:35 PM]
424,3/27/2007,[12:10:48 AM~12:45:48 AM][6:25:39 AM~2:25:54 PM][4:30:57 PM~7:30:48 PM][8:35:54 PM~8:55:36 PM][11:40:54 PM~11:55:39 PM]
424,3/28/2007,[1:20:57 AM~2:00:57 AM][6:50:58 AM~10:10:55 AM][11:20:37 AM~8:00:55 PM][11:05:52 PM~11:55:49 PM]
424,3/29/2007,[12:00:37 AM~1:00:58 AM][6:25:35 AM~2:25:53 PM][3:35:35 PM~8:05:50 PM][10:05:35 PM~10:10:35 PM][11:15:44 PM~11:30:35 PM]
424,3/30/2007,[12:45:57 AM~1:20:45 AM][6:20:39 AM~11:05:57 AM][1:00:55 PM~2:50:37 PM][5:25:58 PM~8:40:55 PM]
424,4/3/2007,[12:35:57 AM~1:05:45 AM][5:45:51 AM~9:40:57 AM][10:50:57 AM~12:20:57 PM][2:10:57 PM~4:00:39 PM][4:55:42 PM~5:40:36 PM][6:40:54 PM~8:30:33 PM][10:50:39 PM~11:10:39 PM]
424,4/4/2007,[12:15:54 AM~12:45:57 AM][3:55:54 AM~4:40:51 AM][7:05:51 AM~12:25:52 PM][2:00:37 PM~5:10:34 PM][6:16:17 PM~7:40:58 PM][9:05:58 PM~9:15:37 PM][11:40:58 PM~11:50:49 PM]
